Symbol,Name,Price,"Dopeler
ROE
(Ave.)","Dopeler
P/B","Dopeler
PE","Dopeler
Yield","Dopeler
Book
Value","Dopeler
EPS","Net
Liquidity/Share",Sector,Industry,"Assets
(billions,
SmartMoney)","Assets
(billions,
Yahoo)","Revenue
(billions,
SmartMoney)","Revenue
(billions,
Yahoo)","Assets
Ratio
(dB)","Revenue
Ratio
(dB)","Total
Diff.
(dB)","Dopeler
ROE (Y1)","Dopeler
ROE (Y2)","Dopeler
ROE (Y3)","Dopeler
ROE (Y4)"
BGG,Briggs & Stratton Corporation,20.1,0.0672322104573,None,25.7184113104,0.0388826505624,-2.73127534346,1.45251799897,-17.2564553331,Energy,Industrial Machinery/Components,1.608231,1.608231,2.062502,2.066533,0.0,-0.00847966468058,0.00847966468058,-0.0349268282233,0.0680072823906,0.15731006486,0.0785383228018
EAT,"Brinker International, Inc.",29.86,0.0621825949837,8.69928106113,24.6639014475,0.0405450857857,3.43246755567,1.8022169979,-14.5897024234,Consumer Services,Restaurants,1.436072,1.436072,2.820722,2.820722,0.0,0.0,0.0,0.0727221360774,0.0439765374885,0.118102753302,0.013928953067
BCO,Brink&#39;s Company (The),27.71,0.0890642886382,None,20.5842821253,0.0485807566139,-5.27748496978,3.11664830731,-36.4439680429,Transportation,Oil Refining/Marketing,2.4062,2.4062,3.8855,3.8855,0.0,0.0,0.0,0.100340002615,0.126635689125,0.00677601719882,0.122505445613
BMY,Bristol-Myers Squibb Company,32.67,0.530454841584,1.49437129657,14.0129599605,0.0713625103345,21.8620366136,2.69326469557,-5.07061034208,Consumer Durables,Major Pharmaceuticals,32.97,32.97,21.244,21.244,0.0,0.0,0.0,0.694309927361,0.580044969084,0.45529685681,0.39216761308
BMY^,Bristol-Myers Squibb Company,570.1,None,None,None,None,None,None,None,Consumer Durables,Major Pharmaceuticals,None,None,None,None,None,None,None,None,None,None,None
BRS,Bristow Group Inc,52.48,0.00609628506667,None,214.042912069,0.00467196035755,-22.9031564711,0.369447562313,-26.5976320943,Transportation,Transportation Services,2.740363,2.740363,1.341803,1.341803,0.0,0.0,0.0,0.0108912786946,-0.0253885039373,0.0185836788282,0.0202986866812
BR,"Broadridge Financial Solutions, Inc.",23.45,1.08681227239,0.767167515974,8.08930166396,0.123620065309,30.5669876679,3.72480968538,-6.68110918587,Miscellaneous,Business Services,1.9876,1.9876,2.3035,2.3035,0.0,0.0,0.0,0.805832921404,0.695513823683,1.57986888828,1.2660334562
BKD,Brookdale Senior Living Inc.,25.09,-0.0558015940045,None,None,None,-47.869160934,-2.05460728252,-27.3230881087,Health Care,Hospital/Nursing Management,4.466061,4.466061,2.457918,2.457918,0.0,0.0,0.0,-0.0374112225554,-0.0531386053156,-0.0463577327481,-0.086298815399
BAM,Brookfield Asset Management Inc,34.75,None,None,None,None,None,None,-83.0754256361,Consumer Services,Building operators,92.691296,91.03,15.752012,15.921,0.0785441172996,-0.0463430837009,0.124887201,None,None,None,None
BOXC,Brookfield Canada Office Properties,29.7703,None,None,None,None,None,None,None,Consumer Services,Building operators,None,None,None,None,None,None,None,None,None,None,None
BIP,Brookfield Infrastructure Partners LP,33.98,-0.0135866736075,None,None,None,-56.8237601601,-0.663781824973,-50.1859419103,Public Utilities,Electric Utilities: Central,13.269,13.269,1.636,1.636,0.0,0.0,0.0,-0.0135866736075,None,None,None
BPO,Brookfield Office Properties Inc.,16.27,None,None,None,None,None,None,-28.9733572993,Consumer Services,Building operators,25.903261,25.144,1.937217,1.787,0.129200734909,0.350537190261,0.47973792517,None,None,None,None
BRP,Brookfield Residential Properties Inc.,16.14,None,None,None,None,None,None,-13.1910208256,Basic Industries,Homebuilding,2.578799,2.578799,1.008085,1.008085,0.0,0.0,0.0,None,None,None,None
BRO,"Brown & Brown, Inc.",26.75,2.71054341951,1.10391039452,10.8971296104,0.0917672851251,24.2320392422,2.80668559893,-3.83481674705,Finance,Specialty Insurers,2.619945,2.607011,1.005962,1.013542,0.0214931072453,-0.0326017441109,0.0540948513562,2.3135543521,2.76393385167,2.28816728149,3.47651819277
BF.A,Brown Forman Corporation,67.4,None,None,None,None,None,None,None,Consumer Non-Durables,Beverages (Production/Distribution),None,None,None,None,None,None,None,None,None,None,None
BF.B,Brown Forman Corporation,69.72,None,None,None,None,None,None,None,Consumer Non-Durables,Beverages (Production/Distribution),None,None,None,None,None,None,None,None,None,None,None
BWS,"Brown Shoe Company, Inc.",18.92,-0.00404548510306,None,None,None,-18.2837980855,-0.0412125141337,-17.8716729442,Consumer Non-Durables,Shoe Manufacturing,1.227476,1.227476,2.582679,2.582824,0.0,-0.000243820204508,0.000243820204508,0.0144213111228,-0.066931333803,0.186430568723,-0.150102486455
BRT,BRT Realty Trust,6.3,None,None,None,None,None,None,-0.800927020736,Consumer Services,Real Estate Investment Trusts,0.191012,0.191012,0.0192,0.009381,0.0,3.11052092741,3.11052092741,None,None,None,None
BC,Brunswick Corporation,25.83,-0.0363098674468,None,None,None,-30.0141917275,-0.735925320446,-22.654938523,Energy,Industrial Machinery/Components,2.494,2.494,3.748,3.748,0.0,0.0,0.0,-0.0433661260303,0.018853090797,-0.086975397974,-0.0337510365797
BT,BT Group plc,37.3,-0.019527448629,None,None,None,-38.098099314,-1.15168251735,-26.5812741405,Public Utilities,Telecommunications Equipment,23.948,38.263,19.307,30.193,-2.03509768292,-1.94191470422,3.97701238714,-0.0295059683106,-0.0173550163483,-0.0162550905467,-0.0149937193103
BPL,Buckeye Partners L.P.,49.41,0.000767301341895,None,2466.86490859,0.000405372826261,-32.5550099034,0.033361626688,-32.8886261703,Energy,Natural Gas Distribution,5.570376,5.570376,4.754346,4.75961,0.0,-0.00480583762638,0.00480583762638,0.0542141110043,0.0173032983243,-0.0771099352977,0.00866173133665
BKI,"Buckeye Technologies, Inc.",27.57,0.0542658462414,2.54520809705,20.679137404,0.048357916506,10.8321201838,1.56734380156,-4.84131783175,Basic Industries,Paper,0.837411,0.837411,0.894881,0.894881,0.0,0.0,0.0,0.0883279976022,0.0800714209337,0.0252866959342,0.0233772704956
BKE,"Buckle, Inc. (The)",50.26,0.764859833488,0.868933513244,8.67590913777,0.11526169582,57.8410191734,5.72545237617,0.586495411759,Consumer Services,Clothing/Shoe/Accessory Stores,0.531539,0.531539,1.062946,1.062946,0.0,0.0,0.0,0.771164354157,0.749519893847,0.788811072329,0.74994401362
BVN,Buenaventura Mining Company Inc.,32.28,0.633649903245,1.01483625496,10.1487551276,0.0985342524701,31.8080871098,3.17241427435,0.0839443663634,Basic Industries,Precious Metals,3.953549,3.953549,1.493882,1.556624,0.0,-0.1786742769,0.1786742769,0.707003768519,0.773426081249,0.919725091654,0.134444671557
BBW,"Build-A-Bear Workshop, Inc.",3.59,-0.00913067714233,None,None,None,-5.15068463082,-0.133387240652,-3.81681222431,Consumer Services,Recreational Products/Toys,0.241571,0.241571,0.394375,0.394375,0.0,0.0,0.0,0.0208893834324,-0.0207804218254,-0.0479777123876,0.0113460422113
BG,Bunge Limited,72.08,0.0108445030618,None,211.01666056,0.00473896230443,-57.3688003147,0.643970504506,-63.8085053598,Consumer Non-Durables,Packaged Foods,23.275,23.275,58.743,58.743,0.0,0.0,0.0,0.220433996383,-0.294453725359,-0.17209653092,0.289494272143
BKW,Burger King Worldwide Inc.,17.0,0.159238025197,None,51.3848429645,0.0194609916525,-5.14662613855,0.53513858099,-10.4980119484,Consumer Services,Restaurants,5.5835,None,2.3357,None,None,None,None,0.165318262939,0.151696902382,0.161920529801,0.158016405667
CJES,"C&J Energy Services, Inc.",20.25,1.40283704078,0.293842985386,3.11980537124,0.320532815674,68.9143556494,7.0731074156,-1.81671850655,Energy,Oilfield Services/Equipment,0.537849,0.537849,0.758454,0.758454,0.0,0.0,0.0,2.13968408451,0.665989997058,None,None
BCR,"C.R. Bard, Inc.",98.16,1.26670628723,1.23483377821,11.9331248625,0.083800346642,79.4924804718,9.6566548237,-17.0740677652,Health Care,Medical/Dental Instruments,3.9311,3.9311,2.8964,2.8964,0.0,0.0,0.0,1.41018704075,1.29357495881,1.33743500867,1.0256281407
GYB,CABCO Series 2004-101 Trust,18.0,None,None,None,None,None,None,None,Finance,Finance: Consumer Services,None,None,None,None,None,None,None,None,None,None,None
PFH,CABCO Series 2004-101 Trust,19.6,None,None,None,None,None,None,None,Finance,Finance: Consumer Services,None,None,None,None,None,None,None,None,None,None,None
CAB,Cabela&#39;s Inc,47.99,0.153074336327,None,35.651911323,0.0280489870779,-23.8284735732,2.79973186672,-51.8257922404,Consumer Services,Other Specialty Stores,5.133771,5.133771,2.811166,2.811166,0.0,0.0,0.0,0.270964534025,0.0991052517791,0.171132213356,0.0710953461482
CVC,Cablevision Systems Corporation,13.82,0.0457617038654,None,27.1308277097,0.0368584405422,-23.38963262,2.17208609242,-45.1104935441,Consumer Services,Television Services,7.143325,7.143325,6.700848,6.700848,0.0,0.0,0.0,0.0301943099664,0.0726574337058,0.0522910987727,0.0279039730165
CBT,Cabot Corporation,37.12,-0.0114601609441,None,None,None,None,None,-36.0628493697,Basic Industries,Major Chemicals,4.349,3.141,3.3,3.102,1.41321471267,0.268721464003,1.68193617667,-0.0157398045163,-0.0133537206932,0.0483333333333,-0.0650804519
COG,Cabot Oil & Gas Corporation,48.1,0.058390544905,7.38440147451,35.7928178208,0.0279385659158,6.51373034985,1.6123197527,-9.6094671771,Energy,Oil & Gas Production,4.331493,4.331493,0.894489,0.979864,0.0,-0.395907978825,0.395907978825,0.00959426346288,0.0180442391913,0.0540835326284,0.151840144337
CACI,"CACI International, Inc.",51.44,2.58736949344,0.444634877569,6.19402858804,0.161445816045,115.690429597,16.8814798229,-53.1243686314,Technology,EDP Services,2.392876,2.392876,3.774473,3.774473,0.0,0.0,0.0,2.69018356422,2.41461650489,2.80563909774,2.43903880689
CAE,CAE Inc,9.81,0.0831633222751,None,28.0649286073,0.0356316602116,-1.10996583694,0.604484306265,-7.1548088996,Energy,Industrial Machinery/Components,3.1837,3.1855,1.8212,1.8222,-0.00245471986509,-0.00238400665757,0.00483872652266,0.0673846860819,0.0774710377126,0.0871489166571,0.100648648649
CAP,"Cai International, Inc.",19.98,0.0150030655851,None,75.1596937416,0.0133050036558,-28.3685908934,0.742001506102,-35.7886059544,Technology,Diversified Commercial Services,0.953368,0.953368,0.125706,0.125706,0.0,0.0,0.0,0.0342914703955,0.0206288156448,-0.0129210101233,0.0180129864233
DVR,"Cal Dive International, Inc.",1.57,0.0921538983389,0.456584166015,7.38272399668,0.135451359207,3.43857741214,0.713939764002,-3.70082022788,Energy,Oilfield Services/Equipment,0.70494,0.70494,0.479811,0.479811,0.0,0.0,0.0,-0.0855368568203,-0.00728341445246,0.274354320154,0.187081544474
CCC,Calgon Carbon Corporation,13.5,0.0447277855421,8.82910939833,37.4933557182,0.0266713923266,1.52903304183,0.435413089652,-2.82509785469,Basic Industries,Major Chemicals,0.55299,0.55299,0.541472,0.541472,0.0,0.0,0.0,0.0423931280597,0.00272380348376,0.123069611159,0.010724599466
CWT,California Water  Service Group Holding,17.98,-0.0298031025962,None,None,None,-46.597016005,-1.38249416028,-32.7720744022,Public Utilities,Water Supply,1.854587,1.854587,0.501814,0.501814,0.0,0.0,0.0,-0.0261185154898,-0.0406166806917,-0.0362231251091,-0.0162540890944
CALX,"Calix, Inc",7.0,0.0625022995801,None,92.2398244321,0.0108413042431,-0.0224292038413,0.0853896424553,-0.876325628394,Consumer Services,Telecommunications Equipment,0.359539,0.359539,0.344669,0.344669,0.0,0.0,0.0,0.169430146056,0.0932043495502,-0.0751275968658,None
ELY,Callaway Golf Company,6.69,0.010656421822,None,145.246959329,0.00688482571079,-1.78612396617,0.0626714567798,-2.41283853397,Consumer Non-Durables,Recreational Products/Toys,0.727112,0.727112,0.886528,0.886528,0.0,0.0,0.0,0.0998700344322,-0.115759036677,-0.03129475005,0.0898094395834
CPE,Callon Petroleum Company,4.67,-0.0688566027357,None,None,None,-29.1373172512,-2.50419728351,-4.09534441605,Energy,Oil & Gas Production,0.408242,0.36746,0.128019,0.127644,0.457076122621,0.0127402516209,0.469816374242,-0.0908662631489,-0.0384844564857,-0.0837019336909,-0.0623737576174
CPN,Calpine Corporation,17.2,-0.0536785545259,None,None,None,-42.4976444548,-1.98047294336,-22.6929150213,Public Utilities,Electric Utilities: Central,17.371,17.371,6.82,6.8,0.0,0.0127546195024,0.0127546195024,-0.0548236141109,-0.0422341496142,-0.0477088948787,-0.0699475594998
CBM,Cambrex Corporation,10.91,-0.0219297268087,None,None,None,-10.3164789747,-0.326552400564,-7.05095496911,Consumer Durables,Major Pharmaceuticals,0.342831,0.335744,0.25551,0.255653,0.0907182524231,-0.00242991423606,0.0931481666592,0.000734171201032,-0.0330626458163,0.0155752124681,-0.0709656450875
CPT,Camden Property Trust,65.86,None,None,None,None,None,None,-32.5037135466,Consumer Services,Real Estate Investment Trusts,4.622075,4.622075,0.673263,0.672614,0.0,0.00418845318854,0.00418845318854,None,None,None,None
CCJ,Cameco Corporation,18.0801,0.00805129721839,None,None,None,None,None,-3.77462149624,Basic Industries,Precious Metals,7.617655,7.662,2.123655,2.341669,-0.0252084786888,-0.424415421092,0.449623899781,-0.0195801696232,0.0209070149696,-0.00742683767368,0.0383051812008
CIS,Camelot Information Systems,1.37,1.06547997688,0.462982333677,3.44417619175,0.290345192675,2.95907619005,0.242391534082,0.535160849232,Technology,EDP Services,0.315393,0.315396,0.227085,0.22712,-4.13096438188e-05,-0.000669314820255,0.000710624464074,-0.830820399113,1.69094165814,2.33631867161,None
CAM,Cameron International Corporation,53.87,0.297094061592,2.85572056013,20.8147040242,0.0480429603437,18.8638905193,3.2368994475,-13.5051039557,Energy,Metal Fabrications,9.3617,9.3617,6.9568,6.959,0.0,-0.00137318424833,0.00137318424833,0.0477317467956,0.120456628978,0.341950453005,0.678237417591
CPB,Campbell Soup Company,36.64,0.196614384584,2.08182061935,15.5377363784,0.0643594392159,17.5999793928,3.43823167195,-16.7823373267,Consumer Non-Durables,Packaged Foods,6.53,6.53,7.707,7.707,0.0,0.0,0.0,0.172608614581,0.199028356137,0.197363580625,0.217456986991
CCG,"Campus Crest Communities, Inc.",11.49,None,None,None,None,None,None,-7.68065333598,Finance,Real Estate,0.540516,0.540516,0.094793,0.094793,0.0,0.0,0.0,None,None,None,None
CM,Canadian Imperial Bank of Commerce,80.45,None,None,None,None,None,None,None,Finance,Commercial Banks,353.699,356.103,None,16.107,-0.0294180046418,None,None,None,None,None,None
CNI,Canadian National Railway Company,89.18,0.00286764580784,None,552.221827754,0.0018108664847,-31.9303701513,0.223359451708,-34.1639646684,Transportation,Railroads,26.026,21.864976,9.028,6.940821,0.756584204705,1.14180706078,1.89839126548,0.0193409300893,0.0180688186856,-0.017369101089,-0.00857006445452
CNQ,Canadian Natural Resources Limited,28.3,0.033603240164,None,23.014473679,0.0434509176246,-0.28320196749,2.19626261288,-22.2458280963,Energy,Oil & Gas Production,47.278,46.431,13.792,13.545,0.0785105900102,0.0784823911145,0.156992981125,0.0161100803958,0.0265972951903,0.00807603053976,0.0836295545302
CP,Canadian Pacific Railway Limited,91.83,None,None,None,None,None,None,None,Transportation,Railroads,None,13.857,None,5.084,None,None,None,None,None,None,None
CAJ,"Canon, Inc.",35.95,0.142837349703,0.00980371959858,0.78131964664,1.27988590112,3666.97554316,393.876932921,-271.793786049,Miscellaneous,Industrial Machinery/Components,3930.727,51.088,3557.433,46.236,18.861539807,18.8615647436,37.7231045506,0.0896013428155,0.186662278779,0.132344299812,0.162741477407
CMN,Cantel Medical Corp.,27.54,0.578622566105,1.95264056169,17.1314514712,0.0583721701388,14.1039782438,1.88405148804,-4.73653663661,Health Care,Medical/Dental Instruments,0.434812,0.434812,0.38649,0.38649,0.0,0.0,0.0,0.798143811142,0.448840881361,0.528860077975,0.538645493942
COF,Capital One Financial Corporation,57.33,None,None,None,None,None,None,None,Finance,Major Banks,206.019,206.019,None,18.525,0.0,None,None,None,None,None,None
CSU,Capital Senior Living Corporation,17.92,-0.0503936208256,None,None,None,-17.7795922425,-0.849228949657,-9.28730274592,Health Care,Hospital/Nursing Management,0.462326,0.462326,0.263502,0.263502,0.0,0.0,0.0,-0.0574117828342,-0.050200421581,-0.0414241313378,-0.0525381475495
CT,"Capital Trust, Inc.",3.52,None,None,None,None,None,None,-60.3347419208,Consumer Services,Real Estate Investment Trusts,1.366316,1.366316,0.132277,0.084211,0.0,1.96115512091,1.96115512091,None,None,None,None
CSE,CapitalSource Inc,8.04,None,None,None,None,None,None,-29.6025557514,Finance,Major Banks,8.361075,8.300068,0.609897,0.603084,0.0318046869528,0.0487869046725,0.0805915916253,None,None,None,None
LSE,Caplease Funding Inc,4.81,None,None,None,None,None,None,-18.9417625917,Consumer Services,Real Estate Investment Trusts,1.641623,1.641623,0.162991,0.162343,0.0,0.0173005708862,0.0173005708862,None,None,None,None
CMO,Capstead Mortgage Corporation,12.01,None,None,None,None,None,None,-114.317566482,Consumer Services,Real Estate Investment Trusts,12.844622,12.844622,0.242355,0.177298,0.0,1.3574814744,1.3574814744,None,None,None,None
CMO^A,Capstead Mortgage Corporation,20.9,None,None,None,None,None,None,None,Consumer Services,Real Estate Investment Trusts,None,None,None,None,None,None,None,None,None,None,None
CMO^B,Capstead Mortgage Corporation,14.661,None,None,None,None,None,None,None,Consumer Services,Real Estate Investment Trusts,None,None,None,None,None,None,None,None,None,None,None
CRR,"Carbo Ceramics, Inc.",78.06,0.168462029662,1.93377098738,18.6903931784,0.053503422344,40.3667241412,4.33734988567,-3.00677471547,Capital Goods,Industrial Machinery/Components,0.740865,0.740865,0.625705,0.625705,0.0,0.0,0.0,0.25155214263,0.218829832059,0.0340987157328,0.169367428225
CAH,"Cardinal Health, Inc.",40.5,0.512708391346,5.75174051443,16.2690021034,0.0614665849599,7.04134685811,5.33715774699,-46.3302306117,Health Care,Other Pharmaceuticals,24.26,24.26,107.551,107.552,0.0,-4.03801417839e-05,4.03801417839e-05,0.450974283795,0.529246533277,0.610309490705,0.460303257608
CFN,CareFusion Corporation,27.75,0.548533835486,1.73139068046,14.88912398,0.067163118619,16.0275784739,2.39765274396,-7.94894896577,Health Care,Medical/Dental Instruments,8.228,8.221,3.601,3.528,0.00369634817538,0.088945449115,0.0926417972904,0.375341028332,0.528701594533,0.741558883594,None
CSL,Carlisle Companies Incorporated,56.65,0.209304163687,4.35281657619,21.5280890556,0.0464509412524,13.0145617231,3.78514063054,-24.8368445823,Basic Industries,Specialty Chemicals,3.1379,3.1379,3.2245,3.2245,0.0,0.0,0.0,0.144905555039,0.0635045197179,0.409712750568,0.219093829424
KMX,CarMax Inc,35.99,0.104527351145,None,68.3030553091,0.0146406335042,-13.4262439731,0.847575546618,-21.9019994392,Consumer Durables,Automotive Aftermarket,8.331543,8.331543,10.003599,10.003599,0.0,0.0,0.0,0.0531442732602,0.083898566982,0.0898942570037,0.191172307334
CCL,Carnival Corporation,38.38,0.000887835888672,None,1212.40722886,0.000824805375782,-17.2671959061,0.0462798248135,-17.7299941542,Consumer Services,Marine Transportation,38.637,38.637,15.793,15.793,0.0,0.0,0.0,-0.00546239582287,0.0012084592145,0.00215070118334,0.00565457897972
CUK,Carnival Plc ADS,40.35,0.00389289624274,None,400.7861943,0.00249509592451,-9.96127703992,0.128743742163,-11.2487144616,Consumer Services,Marine Transportation,24.565743,38.637,9.85431,15.793,-1.96673493852,-2.04838415045,4.01511908897,-0.00813453039268,0.00722266675145,0.00120508449884,0.0152783641133
CRS,Carpenter Technology Corporation,47.55,-0.00233715800914,None,None,None,-25.5725312799,-0.08303845176,-24.7421467623,Basic Industries,Steel/Iron Ore,2.6278,2.6278,2.0275,2.0287,0.0,-0.00256966319949,0.00256966319949,0.0453510679115,-0.0452325740008,-0.0219557440042,0.012488618057
CSV,"Carriage Services, Inc.",11.14,0.00508231000825,None,513.314333059,0.00194812405498,-29.281807459,0.0803112584005,-30.084920043,Consumer Services,Other Consumer Services,0.672777,0.672777,0.190636,0.190636,0.0,0.0,0.0,0.033855510505,0.0182013386025,-0.0182951963426,-0.0134324127318
CRI,"Carter&#39;s, Inc.",52.6,0.952477109738,1.29247061519,12.5403421886,0.0797426405884,40.697250198,4.68549074037,-6.15765720578,Consumer Non-Durables,Apparel,1.402709,1.402709,2.109734,2.109734,0.0,0.0,0.0,0.52409989243,0.73238161325,1.24411904999,1.30930788328
CASC,Cascade Corporation,64.97,0.144139287008,2.82234216912,24.8341302362,0.0402671642007,23.0198877765,2.82794552533,-5.25956747683,Capital Goods,Construction/Ag Equipment/Trucks,0.394559,0.394559,0.535767,0.535767,0.0,0.0,0.0,0.271034509347,0.119943273828,0.110055791656,0.075523573201
CSH,"Cash America International, Inc.",36.98,0.949556213654,0.26397035268,3.7194593692,0.268856277415,140.091489914,16.4176137016,-24.0846471024,Consumer Services,Other Specialty Stores,1.674249,1.674249,1.540602,1.540602,0.0,0.0,0.0,1.11271393643,1.01000116127,0.802472588573,0.873037168345
CAS,Castle (A.M.) & Co.,12.72,-0.02528367275,None,None,None,-23.2827396758,-0.252266607004,-20.7600736058,Basic Industries,Metal Fabrications,0.822323,0.822323,1.132366,1.132366,0.0,0.0,0.0,-0.297846860004,0.0326405919841,0.0618683398243,0.102203237196
CAT,"Caterpillar, Inc.",84.49,0.188672417242,None,23.3215142698,0.0428788623429,-20.5378249193,7.8840755482,-99.3785804013,Capital Goods,Construction/Ag Equipment/Trucks,81.446,81.446,60.138,60.138,0.0,0.0,0.0,0.250517947483,0.146769332398,0.158568569847,0.198833819242
CATO,Cato Corporation (The),29.99,0.257673479519,0.928645851171,9.24708551178,0.108142181526,32.2943347695,3.06055309802,1.68880378931,Consumer Services,Clothing/Shoe/Accessory Stores,0.563223,0.551089,0.931458,0.931458,0.0945863913316,0.0,0.0945863913316,0.272706846587,0.276469722463,0.266272671693,0.215244677332
CBZ,"CBIZ, Inc.",5.88,0.601145209699,2.77173525635,12.9528391306,0.0772031513643,2.12141472982,1.27287166821,-10.6073019523,Miscellaneous,Business Services,0.812357,0.812357,0.733805,0.733805,0.0,0.0,0.0,0.638928413056,0.596443103551,0.596078825659,0.573130496531
CBL,"CBL & Associates Properties, Inc.",22.63,None,None,None,None,None,None,-29.4163667512,Consumer Services,Real Estate Investment Trusts,6.719428,6.719428,1.06734,1.06734,0.0,0.0,0.0,None,None,None,None
CBG,"CBRE Group, Inc.",18.76,0.588964965815,None,26.8023995614,0.0373100922442,-1.54515526827,1.20846758786,-13.6298311469,Finance,Real Estate,7.219143,7.219143,5.905411,5.905411,0.0,0.0,0.0,0.7582206863,1.45964270129,0.409804669294,-0.27180819362
CBS,CBS Corporation,35.62,0.255334967041,None,28.0930510177,0.0355959913137,-3.16252896824,2.14350409615,-24.5975699298,Consumer Services,Broadcasting,26.197,26.197,14.245,14.245,0.0,0.0,0.0,0.390528336631,0.339735894358,0.129043779978,0.162031857198
CDI,CDI Corporation,16.69,0.103223988822,43.3193083827,40.1822367548,0.0248866185848,0.385278542597,0.540209182966,-5.01681328707,Technology,Professional Services,0.390696,0.390696,1.059803,1.059803,0.0,0.0,0.0,0.214220139982,-0.0655333071045,0.141547494538,0.122661627875
CEC,"CEC Entertainment, Inc.",31.28,0.0723434301999,2.00139440302,13.0787133765,0.0764601204428,15.6291033655,5.0835835366,-35.2067320005,Consumer Services,Restaurants,0.772471,0.772471,0.821178,0.821178,0.0,0.0,0.0,0.0726588440945,0.0697389819271,0.0752039812616,0.0717719135163
FUN,"Cedar Fair, L.P.",33.26,-0.0195212393958,None,None,None,-43.2999772662,-0.943253642744,-33.8674408387,Consumer Services,Services-Misc. Amusement & Recreation,2.074557,2.074557,1.028472,1.028472,0.0,0.0,0.0,-0.0123952425133,-0.0289020358581,-0.020965260249,-0.0158224189628
CDR,"Cedar Realty Trust, Inc.",5.5,None,None,None,None,None,None,-15.0643987814,Consumer Services,Real Estate Investment Trusts,1.512163,1.512163,0.135413,0.135413,0.0,0.0,0.0,None,None,None,None
CGI,"Celadon Group, Inc.",17.14,0.174897616028,0.707296792552,8.0850309939,0.123685363823,24.2331086193,3.7040331184,-12.8072225647,Transportation,Trucking Freight/Courier Services,0.520711,0.520711,0.598952,0.598952,0.0,0.0,0.0,0.336638808378,0.135266548466,0.114490211539,0.113194895729
CE,Celanese Corporation,40.8,0.0584665788149,None,48.2707623208,0.0207164741537,-23.5081747794,1.68034736911,-40.3116484705,Basic Industries,Major Chemicals,8.518,8.518,6.763,6.763,0.0,0.0,0.0,0.0897299903568,0.0436210847976,-0.00229725989482,0.1028125
CLS,"Celestica, Inc.",7.3,0.0795605389318,None,26.6736650371,0.0374901611237,-0.158253794891,0.44730740232,-4.63132781809,Technology,Electrical Products,3.023795,3.1036,7.13644,6.5261,-0.113133986244,0.388278945546,0.50141293179,0.0889738212295,0.0606666413768,0.100140438306,0.0684612548147
CEL,"Cellcom Israel, Ltd.",9.63,0.168073213814,0.117549879435,5.30249417237,0.188590494868,81.9226701575,15.3895860506,-71.9731903485,Public Utilities,Telecommunications Equipment,8.557,2.238,6.506,1.701,5.82461449797,5.82609745333,11.6507119513,0.0858765174259,0.24972899729,0.222130447166,0.114556893372
CPAC,Cementos Pacasmayo S.A.A.,13.0,0.012429033879,None,110.69985612,0.00903343540857,-3.51704419286,0.164022520282,-5.15726939568,Capital Goods,Building Materials,1.985042,0.736155,0.99497,0.368986,4.30800433922,4.30800097693,8.61600531616,-0.0146749900664,0.0449560918013,0.0243054236421,-0.00487038986097
CX,Cemex S.A.B. de C.V.,8.92,None,None,None,None,None,None,None,Capital Goods,Building Materials,None,38.813,None,13.607,None,None,None,None,None,None,None
CNCO,Cencosud S.A.,15.6,None,None,None,None,None,None,None,Consumer Services,Department/Specialty Retail Stores,None,None,None,None,None,None,None,None,None,None,None
CVE,Cenovus Energy Inc,33.42,0.0393222115009,None,32.9806497491,0.0303208095537,-1.21324842856,1.50706132362,-16.2838616648,Energy,Oil & Gas Production,22.194,21.796,15.696,15.415,0.0785878246697,0.0784546097335,0.157042434403,0.0365741144413,-0.00291783720265,0.0660937175323,0.0575388512328
CNC,Centene Corporation,45.46,None,None,None,None,None,None,None,Health Care,Medical Specialities,2.190336,2.190336,5.353951,5.340582,0.0,0.0108580448589,0.0108580448589,None,None,None,None
CNP,"CenterPoint Energy, Inc (Holding Co)",19.76,0.0210169331163,None,72.8695506089,0.0137231531091,-32.3830419245,0.829384676994,-40.6768886945,Public Utilities,Electric Utilities: Central,22.344,21.703,8.348,8.45,0.126411522825,-0.0527426855628,0.179154208388,0.0432052483599,0.0116452268111,0.0440097101242,-0.0147924528302
EBR,Centrais Elc Braz Pfb B Elbras,3.46,-0.024467235208,None,None,None,-55.8293499302,-1.26147356532,-43.214614277,Public Utilities,Electric Utilities: Central,163.142432,87.46411,33.061356,15.833129,2.70737050851,3.19753911853,5.90490962704,-0.024467235208,None,-0.000674328393295,0.0788397968954
CTL,"CenturyLink, Inc.",39.18,0.0953807844968,None,21.141802326,0.0472996570766,-11.1703154157,4.5190458368,-56.3607737838,Public Utilities,Telecommunications Equipment,56.139,56.139,15.351,15.351,0.0,0.0,0.0,0.180233426606,0.0689075677247,0.111490822918,0.0208913207385
CVO,Cenveo Inc,2.32,0.01588932628,None,159.834650212,0.00625646565794,-25.5766404025,0.186182837969,-27.4384687822,Miscellaneous,Publishing,1.385588,1.385588,1.909187,1.909187,0.0,0.0,0.0,0.0197315210739,-0.0857417674205,-0.0280712401224,0.157638791589
